Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
52754,18021,Male,Loyal Customer,54,Business travel,Eco Plus,332,4,1,1,1,4,4,4,4,2,4,5,3,5,4,0,0.0,satisfied
73329,20384,Male,Loyal Customer,15,Personal Travel,Eco Plus,287,2,5,2,1,3,2,3,3,3,4,4,3,5,3,42,25.0,neutral or dissatisfied
2861,18997,Male,Loyal Customer,38,Personal Travel,Eco Plus,388,2,5,2,1,4,2,3,4,4,3,4,4,5,4,11,21.0,neutral or dissatisfied
17859,83727,Female,disloyal Customer,23,Business travel,Eco Plus,269,2,4,2,4,3,2,3,3,1,4,3,1,3,3,0,11.0,neutral or dissatisfied
8040,60059,Male,Loyal Customer,41,Personal Travel,Eco Plus,997,2,5,2,4,1,2,1,1,5,4,4,5,5,1,5,0.0,neutral or dissatisfied
36070,14229,Female,Loyal Customer,31,Business travel,Eco Plus,692,4,5,5,5,4,4,4,4,5,1,2,4,1,4,111,103.0,satisfied
620,24065,Female,Loyal Customer,50,Business travel,Eco Plus,427,4,5,5,5,5,4,1,4,4,4,4,4,4,1,38,23.0,satisfied
17141,19362,Male,Loyal Customer,13,Personal Travel,Eco Plus,692,3,5,3,1,1,3,1,1,5,5,4,3,5,1,72,64.0,neutral or dissatisfied
73194,24394,Female,disloyal Customer,45,Business travel,Eco Plus,669,3,3,3,4,3,3,3,3,2,4,1,2,1,3,16,11.0,neutral or dissatisfied
41409,38209,Male,Loyal Customer,33,Business travel,Eco Plus,1237,4,3,3,3,4,4,4,4,2,3,1,1,5,4,0,5.0,satisfied
100743,1404,Male,Loyal Customer,7,Personal Travel,Eco Plus,482,1,5,1,4,2,1,1,2,1,4,2,4,4,2,0,0.0,neutral or dissatisfied
26132,116663,Male,Loyal Customer,36,Business travel,Eco Plus,446,4,3,3,3,4,4,4,4,4,3,4,4,3,4,0,0.0,neutral or dissatisfied
73856,26720,Female,Loyal Customer,40,Business travel,Eco Plus,406,2,1,1,1,2,2,2,2,5,5,3,2,2,2,0,5.0,satisfied
90890,85650,Female,Loyal Customer,54,Personal Travel,Eco Plus,259,2,4,2,4,3,4,5,1,1,2,1,1,1,5,76,67.0,neutral or dissatisfied
66483,46008,Male,Loyal Customer,27,Business travel,Eco Plus,483,4,4,4,4,5,5,5,5,5,1,1,3,4,5,4,17.0,satisfied
85642,33233,Female,Loyal Customer,48,Business travel,Eco Plus,216,2,3,3,3,5,4,2,2,2,2,2,5,2,3,0,0.0,satisfied
15107,51466,Male,Loyal Customer,28,Business travel,Eco Plus,89,0,0,0,4,3,0,3,3,3,5,2,1,1,3,0,0.0,satisfied
9886,18106,Female,disloyal Customer,36,Business travel,Eco Plus,610,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0.0,neutral or dissatisfied
32360,58709,Female,Loyal Customer,58,Personal Travel,Eco Plus,4243,3,2,3,4,3,1,5,3,1,3,3,5,2,5,60,54.0,neutral or dissatisfied
20710,79751,Male,Loyal Customer,24,Personal Travel,Eco Plus,762,3,4,3,2,3,3,3,3,4,4,5,5,4,3,0,0.0,neutral or dissatisfied
9256,109756,Male,Loyal Customer,40,Personal Travel,Eco Plus,587,2,4,2,2,1,2,1,1,5,3,5,5,5,1,0,3.0,neutral or dissatisfied
78270,51293,Female,Loyal Customer,37,Business travel,Eco Plus,262,4,5,5,5,4,4,4,4,2,2,1,5,1,4,0,0.0,satisfied
62799,47550,Male,disloyal Customer,27,Business travel,Eco Plus,541,3,3,3,3,3,3,3,3,1,5,1,5,4,3,9,10.0,neutral or dissatisfied
91071,85362,Female,Loyal Customer,35,Personal Travel,Eco Plus,689,2,4,1,5,3,1,3,3,3,3,5,1,5,3,7,15.0,neutral or dissatisfied
90334,89985,Male,Loyal Customer,18,Business travel,Eco Plus,1487,4,5,4,5,4,5,4,4,2,1,3,2,3,4,0,0.0,satisfied
12461,54097,Male,Loyal Customer,41,Business travel,Eco Plus,1416,5,5,2,5,5,5,5,5,5,1,4,2,5,5,52,16.0,satisfied
83332,70803,Female,Loyal Customer,31,Personal Travel,Eco Plus,328,3,0,3,3,3,3,5,3,2,4,3,2,2,3,0,0.0,neutral or dissatisfied
36638,30207,Male,Loyal Customer,62,Personal Travel,Eco Plus,548,4,1,4,4,1,4,1,1,1,4,3,1,4,1,0,0.0,neutral or dissatisfied
100668,30614,Female,disloyal Customer,28,Business travel,Eco Plus,472,0,0,0,1,3,0,3,3,3,3,4,2,2,3,0,0.0,satisfied
21137,70610,Male,Loyal Customer,17,Personal Travel,Eco Plus,2611,1,4,1,1,1,3,3,3,4,4,4,3,4,3,10,0.0,neutral or dissatisfied
41650,51316,Female,Loyal Customer,36,Business travel,Eco Plus,86,5,3,3,3,5,5,5,5,4,5,4,3,1,5,1,0.0,satisfied
86532,38320,Male,Loyal Customer,28,Personal Travel,Eco Plus,1666,3,3,3,3,3,3,3,3,3,4,2,1,2,3,92,122.0,neutral or dissatisfied
86342,110956,Female,disloyal Customer,23,Business travel,Eco Plus,404,4,2,4,3,4,4,4,2,5,3,4,4,3,4,253,229.0,neutral or dissatisfied
46175,54001,Female,Loyal Customer,44,Business travel,Eco Plus,325,4,4,4,4,5,1,2,4,4,4,4,4,4,3,22,0.0,satisfied
60173,23623,Male,Loyal Customer,70,Personal Travel,Eco Plus,977,1,5,1,1,3,1,3,3,3,4,5,5,5,3,2,3.0,neutral or dissatisfied
45479,22533,Female,Loyal Customer,46,Personal Travel,Eco Plus,143,3,4,3,2,4,2,2,4,4,3,4,3,4,2,16,11.0,neutral or dissatisfied
81484,12130,Female,Loyal Customer,32,Personal Travel,Eco Plus,1034,3,4,3,2,1,3,1,1,3,4,4,4,4,1,0,0.0,neutral or dissatisfied
91684,71393,Male,Loyal Customer,35,Business travel,Eco Plus,258,5,1,1,1,5,5,5,5,1,2,1,5,3,5,53,77.0,satisfied
25799,102772,Female,Loyal Customer,22,Business travel,Eco Plus,1618,2,5,5,5,2,2,2,2,1,2,3,3,4,2,25,18.0,neutral or dissatisfied
32448,12768,Male,Loyal Customer,42,Business travel,Eco Plus,689,5,5,5,5,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
24405,26257,Female,Loyal Customer,33,Personal Travel,Eco Plus,406,3,4,3,2,3,3,3,3,3,4,5,4,5,3,71,65.0,neutral or dissatisfied
75322,48617,Male,Loyal Customer,38,Business travel,Eco Plus,445,3,1,1,1,3,3,3,3,5,5,3,1,5,3,3,0.0,satisfied
84888,33288,Male,Loyal Customer,21,Personal Travel,Eco Plus,101,2,4,2,4,5,2,5,5,5,4,4,3,4,5,0,1.0,neutral or dissatisfied
27321,120512,Male,Loyal Customer,41,Personal Travel,Eco Plus,337,3,2,3,3,1,3,1,1,3,3,4,4,3,1,9,7.0,neutral or dissatisfied
7425,48607,Female,Loyal Customer,26,Business travel,Eco Plus,909,3,5,5,5,3,4,3,3,5,4,4,5,1,3,3,2.0,satisfied
74377,110609,Male,Loyal Customer,32,Business travel,Eco Plus,488,2,2,2,2,2,2,2,2,3,3,3,4,3,2,12,4.0,neutral or dissatisfied
78152,101375,Male,Loyal Customer,22,Personal Travel,Eco Plus,2237,3,5,3,1,2,3,2,2,4,4,4,3,4,2,28,9.0,neutral or dissatisfied
48605,22224,Male,Loyal Customer,52,Business travel,Eco Plus,565,5,3,3,3,5,5,5,5,1,1,1,5,4,5,10,0.0,satisfied
90000,19601,Female,Loyal Customer,33,Personal Travel,Eco Plus,108,4,5,0,2,3,0,3,3,5,3,4,5,5,3,0,0.0,neutral or dissatisfied
81493,108400,Female,Loyal Customer,41,Personal Travel,Eco Plus,1750,1,2,1,4,5,3,4,1,1,1,1,1,1,3,0,11.0,neutral or dissatisfied
29853,100084,Female,Loyal Customer,17,Personal Travel,Eco Plus,289,3,5,3,3,4,3,4,4,5,3,4,3,5,4,9,3.0,neutral or dissatisfied
10070,21007,Male,Loyal Customer,30,Personal Travel,Eco Plus,689,1,4,1,4,2,1,2,2,4,4,4,5,4,2,14,11.0,neutral or dissatisfied
32101,86673,Female,Loyal Customer,20,Personal Travel,Eco Plus,746,1,4,1,4,5,1,5,5,4,5,3,3,3,5,14,7.0,neutral or dissatisfied
98374,65254,Male,Loyal Customer,61,Business travel,Eco Plus,190,3,1,1,1,3,3,3,3,1,1,3,1,3,3,34,29.0,neutral or dissatisfied
30847,110031,Female,Loyal Customer,64,Personal Travel,Eco Plus,1142,1,3,1,3,3,2,3,3,3,1,3,1,3,3,31,32.0,neutral or dissatisfied
98072,77269,Male,Loyal Customer,35,Personal Travel,Eco Plus,1590,3,1,3,1,2,3,2,2,1,3,1,4,2,2,0,45.0,neutral or dissatisfied
84180,18023,Female,Loyal Customer,64,Business travel,Eco Plus,218,4,3,3,3,2,4,1,4,4,4,4,3,4,3,0,0.0,satisfied
60083,48287,Male,Loyal Customer,16,Personal Travel,Eco Plus,391,3,5,3,4,5,3,5,5,5,3,4,5,5,5,6,5.0,neutral or dissatisfied
56588,26554,Male,Loyal Customer,50,Business travel,Eco Plus,1105,4,4,4,4,4,4,4,4,5,2,5,3,5,4,0,3.0,satisfied
45742,92702,Male,Loyal Customer,48,Business travel,Eco Plus,507,2,2,2,2,2,2,2,2,3,4,4,1,4,2,0,0.0,neutral or dissatisfied
83997,91371,Female,Loyal Customer,51,Personal Travel,Eco Plus,270,3,0,3,3,3,1,5,1,1,3,4,4,1,1,0,0.0,neutral or dissatisfied
37161,43789,Female,Loyal Customer,55,Business travel,Eco Plus,223,1,2,5,5,1,3,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
17441,40647,Female,Loyal Customer,20,Personal Travel,Eco Plus,391,2,5,2,3,2,2,2,2,1,5,5,1,4,2,48,33.0,neutral or dissatisfied
29143,25869,Female,Loyal Customer,28,Business travel,Eco Plus,692,2,3,3,3,2,2,2,2,1,2,2,4,2,2,0,0.0,neutral or dissatisfied
98834,59241,Male,disloyal Customer,30,Business travel,Eco Plus,649,3,3,3,1,5,3,5,5,2,5,1,2,4,5,13,10.0,neutral or dissatisfied
81300,22713,Female,Loyal Customer,9,Personal Travel,Eco Plus,579,2,3,2,3,1,2,1,1,4,5,4,4,4,1,0,0.0,neutral or dissatisfied
12463,58249,Male,Loyal Customer,9,Personal Travel,Eco Plus,925,2,4,2,2,4,2,4,4,5,4,5,4,4,4,78,72.0,neutral or dissatisfied
6018,103279,Female,Loyal Customer,21,Personal Travel,Eco Plus,888,2,2,2,2,2,2,2,2,2,5,2,3,3,2,5,0.0,neutral or dissatisfied
71832,16519,Female,disloyal Customer,26,Business travel,Eco Plus,143,3,5,3,4,4,3,4,4,3,4,5,1,4,4,0,0.0,neutral or dissatisfied
44033,14048,Female,Loyal Customer,61,Personal Travel,Eco Plus,106,2,4,0,4,4,5,5,1,1,0,1,4,1,5,0,0.0,neutral or dissatisfied
80990,20872,Male,Loyal Customer,46,Business travel,Eco Plus,534,4,3,3,3,4,4,4,4,1,4,3,5,4,4,9,5.0,satisfied
93837,110707,Male,Loyal Customer,12,Personal Travel,Eco Plus,837,2,4,3,4,2,3,3,2,4,3,5,4,4,2,13,15.0,neutral or dissatisfied
17030,3304,Male,Loyal Customer,46,Personal Travel,Eco Plus,483,3,0,3,2,5,3,1,5,5,2,5,5,4,5,0,0.0,neutral or dissatisfied
39451,33205,Male,Loyal Customer,33,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,2,4,3,2,3,4,0,0.0,satisfied
74495,111655,Male,Loyal Customer,40,Personal Travel,Eco Plus,1290,2,4,2,1,4,2,4,4,5,3,4,3,5,4,8,0.0,neutral or dissatisfied
72711,89243,Male,Loyal Customer,64,Personal Travel,Eco Plus,1892,3,3,3,3,4,3,4,4,4,3,2,4,2,4,21,0.0,neutral or dissatisfied
71909,33386,Male,Loyal Customer,54,Business travel,Eco Plus,2556,1,1,1,1,1,1,1,2,1,4,3,1,4,1,146,116.0,neutral or dissatisfied
78252,26476,Male,Loyal Customer,33,Business travel,Eco Plus,925,5,5,5,5,5,5,5,5,4,1,1,2,4,5,0,0.0,satisfied
22366,78308,Female,Loyal Customer,55,Business travel,Eco Plus,1598,4,2,1,2,2,2,3,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
92773,69502,Male,Loyal Customer,11,Personal Travel,Eco Plus,1096,3,1,4,4,5,4,5,5,2,3,4,1,3,5,0,0.0,neutral or dissatisfied
87535,85653,Male,Loyal Customer,39,Personal Travel,Eco Plus,259,3,1,3,2,5,3,5,5,2,4,2,4,1,5,32,27.0,neutral or dissatisfied
60812,66528,Male,Loyal Customer,61,Personal Travel,Eco Plus,447,1,4,2,5,3,2,3,3,4,5,4,4,5,3,4,0.0,neutral or dissatisfied
15439,99715,Male,Loyal Customer,33,Personal Travel,Eco Plus,667,2,5,2,5,3,2,3,3,5,4,4,5,4,3,4,49.0,neutral or dissatisfied
37294,60827,Female,Loyal Customer,42,Personal Travel,Eco Plus,455,1,4,1,2,3,1,5,5,5,1,5,5,5,5,13,7.0,neutral or dissatisfied
28608,97511,Male,Loyal Customer,42,Personal Travel,Eco Plus,822,4,4,4,2,1,4,2,1,3,4,5,4,5,1,66,51.0,neutral or dissatisfied
93695,23193,Female,disloyal Customer,25,Business travel,Eco Plus,250,2,5,2,4,1,2,1,1,3,1,2,4,4,1,0,0.0,neutral or dissatisfied
67873,25680,Male,Loyal Customer,58,Business travel,Eco Plus,761,3,4,4,4,3,3,3,3,4,1,3,3,4,3,0,19.0,satisfied
73214,51268,Female,disloyal Customer,23,Business travel,Eco Plus,156,0,2,0,4,4,0,4,4,5,4,4,2,2,4,0,1.0,satisfied
87224,28216,Male,Loyal Customer,57,Business travel,Eco Plus,933,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,0.0,satisfied
35649,98003,Male,Loyal Customer,9,Personal Travel,Eco Plus,612,2,3,2,2,1,2,1,1,3,1,4,4,2,1,0,0.0,neutral or dissatisfied
24631,69195,Male,Loyal Customer,60,Business travel,Eco Plus,187,5,2,2,2,5,5,5,5,2,1,1,4,2,5,0,0.0,satisfied
75138,45551,Female,Loyal Customer,24,Business travel,Eco Plus,508,5,3,2,2,5,5,3,5,1,2,4,2,1,5,0,3.0,satisfied
47802,21254,Female,Loyal Customer,30,Personal Travel,Eco Plus,192,2,4,0,4,4,0,2,4,2,3,1,1,2,4,21,13.0,neutral or dissatisfied
7386,6198,Female,Loyal Customer,59,Personal Travel,Eco Plus,409,5,3,2,4,2,4,4,4,4,3,3,4,1,4,77,144.0,satisfied
55904,19838,Female,Loyal Customer,22,Business travel,Eco Plus,413,0,4,0,4,3,0,3,3,1,5,1,4,1,3,0,0.0,satisfied
2568,14064,Male,Loyal Customer,37,Personal Travel,Eco Plus,319,3,4,3,3,1,3,1,1,1,4,4,4,2,1,0,0.0,neutral or dissatisfied
51488,9628,Female,Loyal Customer,52,Personal Travel,Eco Plus,283,2,4,2,4,4,4,3,1,1,2,1,2,1,2,48,48.0,neutral or dissatisfied
15828,72706,Female,Loyal Customer,48,Business travel,Eco Plus,1102,4,1,1,1,2,4,3,4,4,4,4,2,4,4,0,9.0,neutral or dissatisfied
41969,39907,Female,Loyal Customer,64,Personal Travel,Eco Plus,272,4,0,4,1,3,4,3,1,1,4,2,5,1,3,4,0.0,neutral or dissatisfied
41132,11493,Male,Loyal Customer,13,Personal Travel,Eco Plus,216,4,2,4,3,3,4,3,3,2,1,2,2,2,3,0,0.0,neutral or dissatisfied
41970,7322,Male,Loyal Customer,20,Personal Travel,Eco Plus,116,3,4,0,2,5,0,5,5,5,3,4,5,5,5,0,0.0,neutral or dissatisfied
4087,36720,Male,Loyal Customer,75,Business travel,Eco Plus,797,4,1,1,1,4,4,4,4,2,3,3,3,4,4,0,19.0,neutral or dissatisfied
79862,30470,Female,Loyal Customer,35,Personal Travel,Eco Plus,495,2,5,2,1,5,2,4,5,3,4,4,3,4,5,81,98.0,neutral or dissatisfied
17929,17064,Male,Loyal Customer,35,Business travel,Eco Plus,1134,2,1,1,1,2,2,2,2,2,5,4,1,4,2,44,36.0,neutral or dissatisfied
964,43726,Female,Loyal Customer,52,Business travel,Eco Plus,257,5,2,5,2,3,3,4,5,5,5,5,4,5,2,0,0.0,satisfied
56237,17829,Male,Loyal Customer,41,Business travel,Eco Plus,1075,4,1,1,1,5,4,5,5,4,3,4,2,1,5,0,0.0,satisfied
64576,47566,Female,Loyal Customer,41,Personal Travel,Eco Plus,532,4,4,3,5,5,4,5,3,3,3,3,4,3,5,0,3.0,neutral or dissatisfied
36961,51207,Male,Loyal Customer,36,Business travel,Eco Plus,209,4,1,4,1,4,4,4,4,2,5,3,2,2,4,0,0.0,satisfied
54114,34045,Female,Loyal Customer,57,Personal Travel,Eco Plus,1608,4,5,4,3,5,5,5,1,1,4,1,4,1,4,0,0.0,neutral or dissatisfied
11567,5962,Female,Loyal Customer,32,Business travel,Eco Plus,1250,2,2,4,2,2,2,2,1,4,3,4,2,4,2,105,155.0,neutral or dissatisfied
65243,71097,Male,Loyal Customer,16,Personal Travel,Eco Plus,802,3,5,3,3,2,3,2,2,4,5,5,3,1,2,13,21.0,neutral or dissatisfied
20038,34624,Female,disloyal Customer,30,Business travel,Eco Plus,2454,1,1,1,3,1,5,5,1,1,4,5,5,4,5,6,36.0,neutral or dissatisfied
87954,45025,Male,disloyal Customer,12,Personal Travel,Eco Plus,118,2,3,2,4,4,2,4,4,4,1,1,1,5,4,24,9.0,neutral or dissatisfied
63595,71940,Female,Loyal Customer,27,Personal Travel,Eco Plus,1744,2,5,1,3,3,1,3,3,5,4,3,5,5,3,2,1.0,neutral or dissatisfied
3184,66278,Female,Loyal Customer,22,Business travel,Eco Plus,460,2,1,4,1,2,2,4,2,1,3,4,3,4,2,0,15.0,neutral or dissatisfied
1232,70260,Female,Loyal Customer,43,Personal Travel,Eco Plus,1592,3,5,3,2,5,3,5,1,1,3,1,4,1,3,4,34.0,neutral or dissatisfied
75448,117674,Female,Loyal Customer,48,Business travel,Eco Plus,1049,4,2,2,2,1,1,1,4,4,4,4,4,4,3,27,15.0,satisfied
38880,1852,Male,Loyal Customer,44,Personal Travel,Eco Plus,500,4,5,4,2,1,4,1,1,3,2,4,5,5,1,0,0.0,neutral or dissatisfied
55142,4196,Female,Loyal Customer,50,Business travel,Eco Plus,431,2,3,3,3,2,1,1,2,2,2,2,1,2,2,98,82.0,satisfied
47458,33220,Male,Loyal Customer,56,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,5,2,5,4,4,4,0,3.0,satisfied
57623,79226,Female,Loyal Customer,21,Personal Travel,Eco Plus,1990,0,2,0,3,5,2,5,5,3,1,3,2,4,5,27,8.0,satisfied
41138,39330,Female,Loyal Customer,65,Personal Travel,Eco Plus,67,1,3,1,3,3,2,3,3,3,1,3,4,3,3,0,17.0,neutral or dissatisfied
52731,29535,Female,Loyal Customer,56,Personal Travel,Eco Plus,2552,2,5,3,4,3,1,1,1,1,5,2,1,2,1,0,0.0,neutral or dissatisfied
65463,34842,Female,Loyal Customer,7,Personal Travel,Eco Plus,264,4,4,0,4,0,5,5,1,1,3,3,5,4,5,169,158.0,neutral or dissatisfied
14107,29150,Male,disloyal Customer,26,Business travel,Eco Plus,679,3,4,4,1,4,4,4,4,2,2,4,1,5,4,0,0.0,neutral or dissatisfied
81930,114102,Male,Loyal Customer,29,Personal Travel,Eco Plus,1947,1,5,1,2,1,1,1,1,3,4,5,4,2,1,7,0.0,neutral or dissatisfied
99823,63483,Male,Loyal Customer,22,Personal Travel,Eco Plus,337,1,4,1,2,1,1,1,1,4,5,4,3,4,1,0,0.0,neutral or dissatisfied
32660,61850,Male,Loyal Customer,23,Business travel,Eco Plus,1303,5,1,1,1,5,4,4,5,3,2,2,1,1,5,0,0.0,satisfied
81568,89244,Female,Loyal Customer,69,Personal Travel,Eco Plus,1947,2,4,3,3,3,4,4,5,5,4,5,4,3,4,232,220.0,neutral or dissatisfied
43456,33222,Female,Loyal Customer,74,Business travel,Eco Plus,101,5,5,5,5,2,5,2,5,5,5,5,2,5,2,0,0.0,satisfied
46252,26253,Male,Loyal Customer,50,Business travel,Eco Plus,404,4,4,4,4,4,4,4,4,4,1,4,4,3,4,0,0.0,satisfied
21165,27621,Female,Loyal Customer,25,Business travel,Eco Plus,987,5,5,3,5,5,5,4,5,5,5,1,5,5,5,0,0.0,satisfied
33041,37191,Male,Loyal Customer,31,Business travel,Eco Plus,1189,0,0,0,1,4,0,4,4,3,5,1,2,3,4,8,2.0,satisfied
63091,46349,Female,disloyal Customer,49,Business travel,Eco Plus,692,4,4,4,2,5,4,5,5,2,3,5,4,3,5,28,48.0,satisfied
5696,89311,Female,Loyal Customer,47,Business travel,Eco Plus,453,3,4,4,4,5,4,4,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
43568,78313,Female,Loyal Customer,11,Personal Travel,Eco Plus,1598,3,5,3,5,5,3,5,5,4,4,5,3,4,5,0,0.0,neutral or dissatisfied
99908,34242,Male,Loyal Customer,33,Personal Travel,Eco Plus,1046,2,4,2,1,2,2,2,2,4,3,4,3,5,2,87,65.0,neutral or dissatisfied
38455,127219,Male,Loyal Customer,48,Personal Travel,Eco Plus,304,1,4,3,3,3,3,3,3,4,3,4,4,5,3,0,0.0,neutral or dissatisfied
95869,51184,Female,Loyal Customer,51,Business travel,Eco Plus,109,4,2,2,2,2,4,1,4,4,4,4,3,4,3,0,0.0,satisfied
76065,26931,Male,Loyal Customer,41,Business travel,Eco Plus,1660,4,3,3,3,4,4,4,4,1,4,3,4,3,4,8,7.0,satisfied
84400,73862,Male,Loyal Customer,45,Business travel,Eco Plus,1709,3,4,4,4,2,3,2,2,1,1,4,2,3,2,3,5.0,neutral or dissatisfied
52322,116778,Male,Loyal Customer,25,Personal Travel,Eco Plus,358,0,4,0,3,4,0,4,4,5,4,5,5,4,4,0,0.0,satisfied
44315,30839,Male,Loyal Customer,29,Business travel,Eco Plus,955,4,2,2,2,4,4,4,4,3,2,3,2,1,4,0,1.0,satisfied
94588,60055,Female,Loyal Customer,53,Personal Travel,Eco Plus,1023,3,3,3,2,5,3,2,5,5,3,5,3,5,5,17,12.0,neutral or dissatisfied
79002,30967,Male,Loyal Customer,41,Business travel,Eco Plus,1024,3,4,3,4,3,3,3,3,3,2,4,2,3,3,34,29.0,neutral or dissatisfied
73911,51990,Female,Loyal Customer,59,Personal Travel,Eco Plus,936,4,4,4,3,5,4,4,1,1,4,1,4,1,2,0,0.0,neutral or dissatisfied
8790,77853,Male,Loyal Customer,8,Personal Travel,Eco Plus,874,4,4,4,5,3,4,3,3,5,4,5,5,5,3,0,0.0,neutral or dissatisfied
6958,39335,Female,Loyal Customer,55,Personal Travel,Eco Plus,67,3,5,3,3,2,4,4,2,2,3,2,3,2,3,0,0.0,neutral or dissatisfied
33664,123334,Male,Loyal Customer,66,Personal Travel,Eco Plus,600,1,4,1,4,1,1,1,3,5,3,4,1,4,1,147,140.0,neutral or dissatisfied
58876,16471,Female,Loyal Customer,33,Business travel,Eco Plus,416,0,0,0,2,4,0,4,4,4,4,5,1,2,4,0,0.0,satisfied
8832,84156,Female,Loyal Customer,28,Personal Travel,Eco Plus,1355,2,4,2,4,4,2,4,4,4,5,2,3,4,4,0,0.0,neutral or dissatisfied
9958,35593,Male,Loyal Customer,77,Business travel,Eco Plus,1028,3,5,1,1,3,3,3,3,2,5,3,4,3,3,29,44.0,neutral or dissatisfied
3916,119763,Male,Loyal Customer,60,Personal Travel,Eco Plus,1430,1,1,1,2,3,1,3,3,4,3,2,1,2,3,4,26.0,neutral or dissatisfied
10539,108820,Male,Loyal Customer,41,Personal Travel,Eco Plus,404,3,4,3,3,3,3,2,3,4,2,5,2,3,3,0,0.0,neutral or dissatisfied
39509,51462,Male,Loyal Customer,61,Personal Travel,Eco Plus,86,1,5,1,1,5,1,5,5,4,5,4,5,5,5,0,0.0,neutral or dissatisfied
41078,102573,Female,Loyal Customer,68,Business travel,Eco Plus,386,2,2,2,2,4,2,2,2,2,2,2,2,2,3,25,13.0,neutral or dissatisfied
79060,19140,Male,Loyal Customer,7,Personal Travel,Eco Plus,265,2,5,2,5,2,2,2,2,2,5,4,1,2,2,0,0.0,neutral or dissatisfied
100964,43410,Male,Loyal Customer,37,Business travel,Eco Plus,463,4,2,2,2,4,4,4,4,3,4,4,3,4,4,0,0.0,satisfied
82850,2634,Male,Loyal Customer,16,Personal Travel,Eco Plus,280,4,4,3,4,1,3,1,1,3,5,4,1,3,1,0,0.0,neutral or dissatisfied
54447,25807,Male,Loyal Customer,36,Personal Travel,Eco Plus,762,1,5,1,1,3,1,3,3,5,5,5,5,4,3,0,8.0,neutral or dissatisfied
8298,20382,Male,Loyal Customer,43,Business travel,Eco Plus,265,4,4,5,4,4,4,4,4,4,2,3,2,4,4,0,0.0,neutral or dissatisfied
88229,127209,Male,Loyal Customer,52,Business travel,Eco Plus,325,1,4,4,4,1,1,1,1,4,2,4,2,3,1,0,2.0,neutral or dissatisfied
15081,109602,Female,Loyal Customer,50,Personal Travel,Eco Plus,861,1,4,1,3,5,4,4,5,5,1,1,5,5,4,28,25.0,neutral or dissatisfied
26905,106238,Female,disloyal Customer,20,Business travel,Eco Plus,471,3,4,3,3,4,3,4,4,1,3,3,4,4,4,36,28.0,neutral or dissatisfied
22755,88921,Male,Loyal Customer,33,Personal Travel,Eco Plus,859,2,5,2,4,5,2,3,5,4,3,4,5,4,5,14,0.0,neutral or dissatisfied
47963,16913,Female,Loyal Customer,60,Business travel,Eco Plus,746,5,2,2,2,4,2,4,5,5,5,5,2,5,5,7,0.0,satisfied
92896,34233,Female,disloyal Customer,25,Business travel,Eco Plus,1237,4,1,4,3,1,4,1,1,2,4,4,4,4,1,20,9.0,neutral or dissatisfied
37057,124950,Female,Loyal Customer,30,Business travel,Eco Plus,728,3,2,2,2,3,3,3,3,3,4,3,1,4,3,3,15.0,neutral or dissatisfied
23347,93513,Male,Loyal Customer,51,Business travel,Eco Plus,1020,2,4,4,4,2,2,2,2,1,2,4,2,3,2,0,0.0,neutral or dissatisfied
83005,108024,Male,Loyal Customer,29,Business travel,Eco Plus,589,3,5,5,5,3,3,3,3,3,5,3,2,4,3,20,12.0,neutral or dissatisfied
61728,43791,Female,disloyal Customer,27,Business travel,Eco Plus,546,3,3,3,4,5,3,3,5,1,3,4,2,4,5,0,0.0,neutral or dissatisfied
100160,35627,Male,Loyal Customer,37,Personal Travel,Eco Plus,1028,1,4,2,4,4,2,4,4,5,5,5,4,5,4,0,0.0,neutral or dissatisfied
59449,38222,Male,Loyal Customer,63,Personal Travel,Eco Plus,1121,4,4,4,4,3,4,3,3,3,3,5,5,4,3,0,0.0,neutral or dissatisfied
46033,52691,Female,Loyal Customer,55,Business travel,Eco Plus,160,2,3,3,3,4,3,3,3,3,2,3,2,3,1,0,0.0,neutral or dissatisfied
29363,107135,Female,Loyal Customer,32,Business travel,Eco Plus,842,3,1,1,1,3,3,3,3,3,4,3,3,2,3,25,10.0,neutral or dissatisfied
63317,61322,Female,Loyal Customer,27,Business travel,Eco Plus,967,3,4,4,4,3,3,3,3,1,4,4,4,4,3,46,21.0,neutral or dissatisfied
1166,9097,Female,Loyal Customer,30,Personal Travel,Eco Plus,108,3,4,3,3,4,3,1,4,5,3,5,3,4,4,0,39.0,neutral or dissatisfied
31733,93050,Male,Loyal Customer,78,Business travel,Eco Plus,317,1,2,2,2,1,1,1,1,3,3,4,3,3,1,4,0.0,neutral or dissatisfied
